COUNTY,CANDIDATE,VOTES,TOTAL,PCT,RACE,PARTY
TERRELL,Ryan Sitton,12,86,14,Railroad Commission,Republican
TERRY,Ryan Sitton,593,1451,41,Railroad Commission,Republican
THROCKMORTON,Ryan Sitton,101,294,34,Railroad Commission,Republican
TITUS,Ryan Sitton,382,1500,25,Railroad Commission,Republican
TOM GREEN,Ryan Sitton,1749,7190,24,Railroad Commission,Republican
TRAVIS,Ryan Sitton,9372,28216,33,Railroad Commission,Republican
TRINITY,Ryan Sitton,548,2039,27,Railroad Commission,Republican
TYLER,Ryan Sitton,644,2144,30,Railroad Commission,Republican
UPSHUR,Ryan Sitton,934,3503,27,Railroad Commission,Republican
UPTON,Ryan Sitton,30,101,30,Railroad Commission,Republican
UVALDE,Ryan Sitton,241,1149,21,Railroad Commission,Republican
VAL VERDE,Ryan Sitton,231,1028,22,Railroad Commission,Republican
VAN ZANDT,Ryan Sitton,1493,5380,28,Railroad Commission,Republican
VICTORIA,Ryan Sitton,1493,5143,29,Railroad Commission,Republican
WALKER,Ryan Sitton,1325,4345,30,Railroad Commission,Republican
WALLER,Ryan Sitton,1005,3306,30,Railroad Commission,Republican
WARD,Ryan Sitton,170,588,29,Railroad Commission,Republican
WASHINGTON,Ryan Sitton,968,3691,26,Railroad Commission,Republican
WEBB,Ryan Sitton,276,1052,26,Railroad Commission,Republican
WHARTON,Ryan Sitton,734,3131,23,Railroad Commission,Republican
WHEELER,Ryan Sitton,105,583,18,Railroad Commission,Republican
WICHITA,Ryan Sitton,1525,6779,22,Railroad Commission,Republican
WILBARGER,Ryan Sitton,244,704,35,Railroad Commission,Republican
WILLACY,Ryan Sitton,19,116,16,Railroad Commission,Republican
WILLIAMSON,Ryan Sitton,7384,21120,35,Railroad Commission,Republican
WILSON,Ryan Sitton,758,3364,23,Railroad Commission,Republican
WINKLER,Ryan Sitton,249,699,36,Railroad Commission,Republican
WISE,Ryan Sitton,1305,5037,26,Railroad Commission,Republican
WOOD,Ryan Sitton,1244,4477,28,Railroad Commission,Republican
YOAKUM,Ryan Sitton,239,751,32,Railroad Commission,Republican
YOUNG,Ryan Sitton,433,1915,23,Railroad Commission,Republican
ZAPATA,Ryan Sitton,0,0,0,Railroad Commission,Republican
ZAVALA,Ryan Sitton,0,0,0,Railroad Commission,Republican
ANDERSON,David Alameel,209,628,33,U.S. Senate,Democratic
ANDREWS,David Alameel,25,67,37,U.S. Senate,Democratic
ANGELINA,David Alameel,251,866,29,U.S. Senate,Democratic
ARANSAS,David Alameel,121,281,43,U.S. Senate,Democratic
ARCHER,David Alameel,19,54,35,U.S. Senate,Democratic
ARMSTRONG,David Alameel,0,0,0,U.S. Senate,Democratic
ATASCOSA,David Alameel,497,798,62,U.S. Senate,Democratic
AUSTIN,David Alameel,80,167,48,U.S. Senate,Democratic
BAILEY,David Alameel,9,30,30,U.S. Senate,Democratic
BANDERA,David Alameel,97,226,43,U.S. Senate,Democratic
BASTROP,David Alameel,614,1613,38,U.S. Senate,Democratic
BAYLOR,David Alameel,11,28,39,U.S. Senate,Democratic
BEE,David Alameel,393,1015,39,U.S. Senate,Democratic
BELL,David Alameel,1157,2504,46,U.S. Senate,Democratic
BEXAR,David Alameel,21293,39571,54,U.S. Senate,Democratic
BLANCO,David Alameel,67,152,44,U.S. Senate,Democratic
BORDEN,David Alameel,0,0,0,U.S. Senate,Democratic
BOSQUE,David Alameel,133,249,53,U.S. Senate,Democratic
BOWIE,David Alameel,71,276,26,U.S. Senate,Democratic
BRAZORIA,David Alameel,1028,2732,38,U.S. Senate,Democratic
BRAZOS,David Alameel,390,1759,22,U.S. Senate,Democratic
BREWSTER,David Alameel,327,1062,31,U.S. Senate,Democratic
BRISCOE,David Alameel,3,14,21,U.S. Senate,Democratic
BROOKS,David Alameel,846,1503,56,U.S. Senate,Democratic
BROWN,David Alameel,65,186,35,U.S. Senate,Democratic
BURLESON,David Alameel,45,207,22,U.S. Senate,Democratic
BURNET,David Alameel,166,452,37,U.S. Senate,Democratic
CALDWELL,David Alameel,634,1691,37,U.S. Senate,Democratic
CALHOUN,David Alameel,477,1451,33,U.S. Senate,Democratic
CALLAHAN,David Alameel,0,0,0,U.S. Senate,Democratic
CAMERON,David Alameel,7660,14505,53,U.S. Senate,Democratic
CAMP,David Alameel,63,182,35,U.S. Senate,Democratic
CARSON,David Alameel,16,53,30,U.S. Senate,Democratic
CASS,David Alameel,139,581,24,U.S. Senate,Democratic
CASTRO,David Alameel,17,74,23,U.S. Senate,Democratic
CHAMBERS,David Alameel,123,294,42,U.S. Senate,Democratic
CHEROKEE,David Alameel,166,409,41,U.S. Senate,Democratic
CHILDRESS,David Alameel,20,45,44,U.S. Senate,Democratic
CLAY,David Alameel,38,86,44,U.S. Senate,Democratic
COCHRAN,David Alameel,0,0,0,U.S. Senate,Democratic
COKE,David Alameel,7,20,35,U.S. Senate,Democratic
COLEMAN,David Alameel,30,64,47,U.S. Senate,Democratic
COLLIN,David Alameel,3573,8481,42,U.S. Senate,Democratic
COLLINGSWORTH,David Alameel,0,0,0,U.S. Senate,Democratic
COLORADO,David Alameel,111,223,50,U.S. Senate,Democratic
COMAL,David Alameel,559,1545,36,U.S. Senate,Democratic
COMANCHE,David Alameel,78,156,50,U.S. Senate,Democratic
CONCHO,David Alameel,4,21,19,U.S. Senate,Democratic
COOKE,David Alameel,117,252,46,U.S. Senate,Democratic
CORYELL,David Alameel,158,366,43,U.S. Senate,Democratic
COTTLE,David Alameel,13,37,35,U.S. Senate,Democratic
CRANE,David Alameel,31,84,37,U.S. Senate,Democratic
CROCKETT,David Alameel,118,429,28,U.S. Senate,Democratic
CROSBY,David Alameel,74,339,22,U.S. Senate,Democratic
CULBERSON,David Alameel,80,380,21,U.S. Senate,Democratic
DALLAM,David Alameel,0,0,0,U.S. Senate,Democratic
DALLAS,David Alameel,29968,58806,51,U.S. Senate,Democratic
DAWSON,David Alameel,111,269,41,U.S. Senate,Democratic
DEAF SMITH,David Alameel,18,56,32,U.S. Senate,Democratic
DELTA,David Alameel,26,80,33,U.S. Senate,Democratic
DENTON,David Alameel,3223,6742,48,U.S. Senate,Democratic
DE WITT,David Alameel,63,150,42,U.S. Senate,Democratic
DICKENS,David Alameel,0,0,0,U.S. Senate,Democratic
DIMMIT,David Alameel,1151,2003,57,U.S. Senate,Democratic
DONLEY,David Alameel,9,19,47,U.S. Senate,Democratic
DUVAL,David Alameel,1430,2489,57,U.S. Senate,Democratic
EASTLAND,David Alameel,33,129,26,U.S. Senate,Democratic
ECTOR,David Alameel,440,1240,35,U.S. Senate,Democratic
EDWARDS,David Alameel,31,95,33,U.S. Senate,Democratic
ELLIS,David Alameel,990,1956,51,U.S. Senate,Democratic
EL PASO,David Alameel,9582,28639,33,U.S. Senate,Democratic
ERATH,David Alameel,100,235,43,U.S. Senate,Democratic
FALLS,David Alameel,114,222,51,U.S. Senate,Democratic
FANNIN,David Alameel,164,386,42,U.S. Senate,Democratic
FAYETTE,David Alameel,107,308,35,U.S. Senate,Democratic
FISHER,David Alameel,116,437,27,U.S. Senate,Democratic
FLOYD,David Alameel,15,29,52,U.S. Senate,Democratic
FOARD,David Alameel,28,77,36,U.S. Senate,Democratic
FORT BEND,David Alameel,3714,7981,47,U.S. Senate,Democratic
FRANKLIN,David Alameel,36,78,46,U.S. Senate,Democratic
FREESTONE,David Alameel,130,316,41,U.S. Senate,Democratic
FRIO,David Alameel,1043,1653,63,U.S. Senate,Democratic
GAINES,David Alameel,18,64,28,U.S. Senate,Democratic
GALVESTON,David Alameel,1809,3958,46,U.S. Senate,Democratic
GARZA,David Alameel,7,28,25,U.S. Senate,Democratic
GILLESPIE,David Alameel,155,300,52,U.S. Senate,Democratic
GLASSCOCK,David Alameel,0,0,0,U.S. Senate,Democratic
GOLIAD,David Alameel,124,301,41,U.S. Senate,Democratic
GONZALES,David Alameel,91,171,53,U.S. Senate,Democratic
GRAY,David Alameel,26,77,34,U.S. Senate,Democratic
GRAYSON,David Alameel,376,1049,36,U.S. Senate,Democratic
GREGG,David Alameel,392,1728,23,U.S. Senate,Democratic
GRIMES,David Alameel,81,219,37,U.S. Senate,Democratic
GUADALUPE,David Alameel,639,1609,40,U.S. Senate,Democratic
HALE,David Alameel,80,218,37,U.S. Senate,Democratic
HALL,David Alameel,26,67,39,U.S. Senate,Democratic
HAMILTON,David Alameel,71,133,53,U.S. Senate,Democratic
HANSFORD,David Alameel,0,0,0,U.S. Senate,Democratic
HARDEMAN,David Alameel,32,70,46,U.S. Senate,Democratic
HARDIN,David Alameel,163,444,37,U.S. Senate,Democratic
HARRIS,David Alameel,25386,48547,52,U.S. Senate,Democratic
HARRISON,David Alameel,238,1125,21,U.S. Senate,Democratic
HARTLEY,David Alameel,0,0,0,U.S. Senate,Democratic
HASKELL,David Alameel,62,179,35,U.S. Senate,Democratic
HAYS,David Alameel,1028,2860,36,U.S. Senate,Democratic
HEMPHILL,David Alameel,10,17,59,U.S. Senate,Democratic
HENDERSON,David Alameel,476,914,52,U.S. Senate,Democratic
HIDALGO,David Alameel,18923,33564,56,U.S. Senate,Democratic
HILL,David Alameel,205,412,50,U.S. Senate,Democratic
HOCKLEY,David Alameel,33,119,28,U.S. Senate,Democratic
HOOD,David Alameel,298,582,51,U.S. Senate,Democratic
HOPKINS,David Alameel,202,416,49,U.S. Senate,Democratic
HOUSTON,David Alameel,83,228,36,U.S. Senate,Democratic
HOWARD,David Alameel,88,208,42,U.S. Senate,Democratic
HUDSPETH,David Alameel,67,342,20,U.S. Senate,Democratic
HUNT,David Alameel,316,669,47,U.S. Senate,Democratic
HUTCHINSON,David Alameel,38,140,27,U.S. Senate,Democratic
IRION,David Alameel,9,19,47,U.S. Senate,Democratic
JACK,David Alameel,24,69,35,U.S. Senate,Democratic
JACKSON,David Alameel,59,124,48,U.S. Senate,Democratic
JASPER,David Alameel,268,745,36,U.S. Senate,Democratic
JEFF DAVIS,David Alameel,46,248,19,U.S. Senate,Democratic
JEFFERSON,David Alameel,2792,9550,29,U.S. Senate,Democratic
JIM HOGG,David Alameel,1201,1628,74,U.S. Senate,Democratic
JIM WELLS,David Alameel,2359,3999,59,U.S. Senate,Democratic
JOHNSON,David Alameel,550,1204,46,U.S. Senate,Democratic
JONES,David Alameel,41,134,31,U.S. Senate,Democratic
KARNES,David Alameel,468,1228,38,U.S. Senate,Democratic
KAUFMAN,David Alameel,514,1067,48,U.S. Senate,Democratic
KENDALL,David Alameel,105,314,33,U.S. Senate,Democratic
KENEDY,David Alameel,28,56,50,U.S. Senate,Democratic
KENT,David Alameel,45,129,35,U.S. Senate,Democratic
KERR,David Alameel,192,633,30,U.S. Senate,Democratic
KIMBLE,David Alameel,0,0,0,U.S. Senate,Democratic
KING,David Alameel,0,0,0,U.S. Senate,Democratic
KINNEY,David Alameel,163,338,48,U.S. Senate,Democratic
KLEBERG,David Alameel,667,1759,38,U.S. Senate,Democratic
KNOX,David Alameel,25,61,41,U.S. Senate,Democratic
LAMAR,David Alameel,303,557,54,U.S. Senate,Democratic
LAMB,David Alameel,29,89,33,U.S. Senate,Democratic
LAMPASAS,David Alameel,71,162,44,U.S. Senate,Democratic
LA SALLE,David Alameel,315,751,42,U.S. Senate,Democratic
LAVACA,David Alameel,76,235,32,U.S. Senate,Democratic
LEE,David Alameel,94,265,35,U.S. Senate,Democratic
LEON,David Alameel,38,129,29,U.S. Senate,Democratic
LIBERTY,David Alameel,187,530,35,U.S. Senate,Democratic
LIMESTONE,David Alameel,91,302,30,U.S. Senate,Democratic
LIPSCOMB,David Alameel,6,14,43,U.S. Senate,Democratic
LIVE OAK,David Alameel,40,110,36,U.S. Senate,Democratic
LLANO,David Alameel,188,409,46,U.S. Senate,Democratic
LOVING,David Alameel,2,11,18,U.S. Senate,Democratic
LUBBOCK,David Alameel,1068,3748,28,U.S. Senate,Democratic
LYNN,David Alameel,0,0,0,U.S. Senate,Democratic
MADISON,David Alameel,17,102,17,U.S. Senate,Democratic
MARION,David Alameel,76,220,35,U.S. Senate,Democratic
MARTIN,David Alameel,9,27,33,U.S. Senate,Democratic
MASON,David Alameel,21,63,33,U.S. Senate,Democratic
MATAGORDA,David Alameel,473,1164,41,U.S. Senate,Democratic
MAVERICK,David Alameel,2698,3863,70,U.S. Senate,Democratic
MCCULLOCH,David Alameel,0,0,0,U.S. Senate,Democratic
MCLENNAN,David Alameel,829,2092,40,U.S. Senate,Democratic
MCMULLEN,David Alameel,0,0,0,U.S. Senate,Democratic
MEDINA,David Alameel,241,477,51,U.S. Senate,Democratic
MENARD,David Alameel,0,16,0,U.S. Senate,Democratic
MIDLAND,David Alameel,333,911,37,U.S. Senate,Democratic
MILAM,David Alameel,94,368,26,U.S. Senate,Democratic
MILLS,David Alameel,0,0,0,U.S. Senate,Democratic
MITCHELL,David Alameel,23,85,27,U.S. Senate,Democratic
MONTAGUE,David Alameel,30,89,34,U.S. Senate,Democratic
MONTGOMERY,David Alameel,1066,2310,46,U.S. Senate,Democratic
MOORE,David Alameel,0,0,0,U.S. Senate,Democratic
MORRIS,David Alameel,172,764,23,U.S. Senate,Democratic
MOTLEY,David Alameel,7,14,50,U.S. Senate,Democratic
NACOGDOCHES,David Alameel,254,622,41,U.S. Senate,Democratic
NAVARRO,David Alameel,216,527,41,U.S. Senate,Democratic
NEWTON,David Alameel,322,938,34,U.S. Senate,Democratic
NOLAN,David Alameel,77,305,25,U.S. Senate,Democratic
NUECES,David Alameel,3844,6871,56,U.S. Senate,Democratic
OCHILTREE,David Alameel,3,17,18,U.S. Senate,Democratic
OLDHAM,David Alameel,0,0,0,U.S. Senate,Democratic
ORANGE,David Alameel,504,1255,40,U.S. Senate,Democratic
PALO PINTO,David Alameel,179,324,55,U.S. Senate,Democratic
PANOLA,David Alameel,61,223,27,U.S. Senate,Democratic
PARKER,David Alameel,580,1262,46,U.S. Senate,Democratic
PARMER,David Alameel,11,29,38,U.S. Senate,Democratic
PECOS,David Alameel,192,502,38,U.S. Senate,Democratic
POLK,David Alameel,180,464,39,U.S. Senate,Democratic
POTTER,David Alameel,265,768,35,U.S. Senate,Democratic
PRESIDIO,David Alameel,210,773,27,U.S. Senate,Democratic
RAINS,David Alameel,49,98,50,U.S. Senate,Democratic
RANDALL,David Alameel,331,883,37,U.S. Senate,Democratic
REAGAN,David Alameel,6,10,60,U.S. Senate,Democratic
REAL,David Alameel,8,14,57,U.S. Senate,Democratic
RED RIVER,David Alameel,91,262,35,U.S. Senate,Democratic
REEVES,David Alameel,278,1113,25,U.S. Senate,Democratic
REFUGIO,David Alameel,85,232,37,U.S. Senate,Democratic
ROBERTS,David Alameel,0,0,0,U.S. Senate,Democratic
ROBERTSON,David Alameel,314,1353,23,U.S. Senate,Democratic
ROCKWALL,David Alameel,434,911,48,U.S. Senate,Democratic
RUNNELS,David Alameel,15,41,37,U.S. Senate,Democratic
RUSK,David Alameel,86,329,26,U.S. Senate,Democratic
SABINE,David Alameel,54,143,38,U.S. Senate,Democratic
SAN AUGUSTINE,David Alameel,120,315,38,U.S. Senate,Democratic
SAN JACINTO,David Alameel,209,577,36,U.S. Senate,Democratic
SAN PATRICIO,David Alameel,596,1442,41,U.S. Senate,Democratic
SAN SABA,David Alameel,0,0,0,U.S. Senate,Democratic
SCHLEICHER,David Alameel,27,136,20,U.S. Senate,Democratic
SCURRY,David Alameel,35,94,37,U.S. Senate,Democratic
SHACKELFORD,David Alameel,0,0,0,U.S. Senate,Democratic
SHELBY,David Alameel,78,403,19,U.S. Senate,Democratic
SHERMAN,David Alameel,0,12,0,U.S. Senate,Democratic
SMITH,David Alameel,712,1984,36,U.S. Senate,Democratic
SOMERVELL,David Alameel,21,42,50,U.S. Senate,Democratic
STARR,David Alameel,3630,5201,70,U.S. Senate,Democratic
STEPHENS,David Alameel,12,48,25,U.S. Senate,Democratic
STERLING,David Alameel,0,2,0,U.S. Senate,Democratic
STONEWALL,David Alameel,47,156,30,U.S. Senate,Democratic
SUTTON,David Alameel,11,26,42,U.S. Senate,Democratic
SWISHER,David Alameel,122,400,31,U.S. Senate,Democratic
TARRANT,David Alameel,18215,36773,50,U.S. Senate,Democratic
TAYLOR,David Alameel,286,902,32,U.S. Senate,Democratic
TERRELL,David Alameel,23,83,28,U.S. Senate,Democratic
TERRY,David Alameel,22,99,22,U.S. Senate,Democratic
THROCKMORTON,David Alameel,0,0,0,U.S. Senate,Democratic
TITUS,David Alameel,159,407,39,U.S. Senate,Democratic
TOM GREEN,David Alameel,399,870,46,U.S. Senate,Democratic
TRAVIS,David Alameel,16206,40393,40,U.S. Senate,Democratic
TRINITY,David Alameel,157,354,44,U.S. Senate,Democratic
TYLER,David Alameel,101,315,32,U.S. Senate,Democratic
UPSHUR,David Alameel,114,259,44,U.S. Senate,Democratic
UPTON,David Alameel,80,297,27,U.S. Senate,Democratic
UVALDE,David Alameel,662,1515,44,U.S. Senate,Democratic
VAL VERDE,David Alameel,2509,5113,49,U.S. Senate,Democratic
VAN ZANDT,David Alameel,187,432,43,U.S. Senate,Democratic
VICTORIA,David Alameel,583,1273,46,U.S. Senate,Democratic
WALKER,David Alameel,339,714,47,U.S. Senate,Democratic
WALLER,David Alameel,247,785,31,U.S. Senate,Democratic
WARD,David Alameel,170,483,35,U.S. Senate,Democratic
WASHINGTON,David Alameel,142,334,43,U.S. Senate,Democratic
WEBB,David Alameel,11371,21962,52,U.S. Senate,Democratic
WHARTON,David Alameel,186,431,43,U.S. Senate,Democratic
WHEELER,David Alameel,14,36,39,U.S. Senate,Democratic
WICHITA,David Alameel,467,1198,39,U.S. Senate,Democratic
WILBARGER,David Alameel,80,425,19,U.S. Senate,Democratic
WILLACY,David Alameel,1214,2334,52,U.S. Senate,Democratic
WILLIAMSON,David Alameel,2976,6680,45,U.S. Senate,Democratic
WILSON,David Alameel,689,1116,62,U.S. Senate,Democratic
WINKLER,David Alameel,7,23,30,U.S. Senate,Democratic
WISE,David Alameel,267,575,46,U.S. Senate,Democratic
WOOD,David Alameel,180,385,47,U.S. Senate,Democratic
YOAKUM,David Alameel,0,0,0,U.S. Senate,Democratic
YOUNG,David Alameel,68,144,47,U.S. Senate,Democratic
ZAPATA,David Alameel,894,1458,61,U.S. Senate,Democratic
ZAVALA,David Alameel,755,1158,65,U.S. Senate,Democratic
ANDERSON,Kesha Rogers,175,628,28,U.S. Senate,Democratic
ANDREWS,Kesha Rogers,17,67,25,U.S. Senate,Democratic
ANGELINA,Kesha Rogers,207,866,24,U.S. Senate,Democratic
ARANSAS,Kesha Rogers,64,281,23,U.S. Senate,Democratic
ARCHER,Kesha Rogers,17,54,31,U.S. Senate,Democratic
ARMSTRONG,Kesha Rogers,0,0,0,U.S. Senate,Democratic
ATASCOSA,Kesha Rogers,131,798,16,U.S. Senate,Democratic
AUSTIN,Kesha Rogers,34,167,20,U.S. Senate,Democratic
BAILEY,Kesha Rogers,9,30,30,U.S. Senate,Democratic
BANDERA,Kesha Rogers,37,226,16,U.S. Senate,Democratic
BASTROP,Kesha Rogers,312,1613,19,U.S. Senate,Democratic
BAYLOR,Kesha Rogers,8,28,29,U.S. Senate,Democratic
BEE,Kesha Rogers,261,1015,26,U.S. Senate,Democratic
BELL,Kesha Rogers,674,2504,27,U.S. Senate,Democratic
BEXAR,Kesha Rogers,6692,39571,17,U.S. Senate,Democratic
BLANCO,Kesha Rogers,27,152,18,U.S. Senate,Democratic
BORDEN,Kesha Rogers,0,0,0,U.S. Senate,Democratic
BOSQUE,Kesha Rogers,55,249,22,U.S. Senate,Democratic
BOWIE,Kesha Rogers,105,276,38,U.S. Senate,Democratic
BRAZORIA,Kesha Rogers,651,2732,24,U.S. Senate,Democratic
BRAZOS,Kesha Rogers,604,1759,34,U.S. Senate,Democratic
BREWSTER,Kesha Rogers,329,1062,31,U.S. Senate,Democratic
BRISCOE,Kesha Rogers,4,14,29,U.S. Senate,Democratic
BROOKS,Kesha Rogers,262,1503,17,U.S. Senate,Democratic
BROWN,Kesha Rogers,54,186,29,U.S. Senate,Democratic
BURLESON,Kesha Rogers,76,207,37,U.S. Senate,Democratic
BURNET,Kesha Rogers,122,452,27,U.S. Senate,Democratic
CALDWELL,Kesha Rogers,315,1691,19,U.S. Senate,Democratic
CALHOUN,Kesha Rogers,430,1451,30,U.S. Senate,Democratic
CALLAHAN,Kesha Rogers,0,0,0,U.S. Senate,Democratic
CAMERON,Kesha Rogers,2646,14505,18,U.S. Senate,Democratic
CAMP,Kesha Rogers,51,182,28,U.S. Senate,Democratic
CARSON,Kesha Rogers,16,53,30,U.S. Senate,Democratic
CASS,Kesha Rogers,183,581,31,U.S. Senate,Democratic
CASTRO,Kesha Rogers,25,74,34,U.S. Senate,Democratic
CHAMBERS,Kesha Rogers,48,294,16,U.S. Senate,Democratic
CHEROKEE,Kesha Rogers,121,409,30,U.S. Senate,Democratic
CHILDRESS,Kesha Rogers,13,45,29,U.S. Senate,Democratic
CLAY,Kesha Rogers,15,86,17,U.S. Senate,Democratic
COCHRAN,Kesha Rogers,0,0,0,U.S. Senate,Democratic
COKE,Kesha Rogers,3,20,15,U.S. Senate,Democratic
COLEMAN,Kesha Rogers,8,64,13,U.S. Senate,Democratic
COLLIN,Kesha Rogers,2251,8481,27,U.S. Senate,Democratic
COLLINGSWORTH,Kesha Rogers,0,0,0,U.S. Senate,Democratic
COLORADO,Kesha Rogers,43,223,19,U.S. Senate,Democratic
COMAL,Kesha Rogers,322,1545,21,U.S. Senate,Democratic
COMANCHE,Kesha Rogers,23,156,15,U.S. Senate,Democratic
CONCHO,Kesha Rogers,9,21,43,U.S. Senate,Democratic
COOKE,Kesha Rogers,51,252,20,U.S. Senate,Democratic
CORYELL,Kesha Rogers,98,366,27,U.S. Senate,Democratic
COTTLE,Kesha Rogers,10,37,27,U.S. Senate,Democratic
CRANE,Kesha Rogers,27,84,32,U.S. Senate,Democratic
CROCKETT,Kesha Rogers,103,429,24,U.S. Senate,Democratic
CROSBY,Kesha Rogers,95,339,28,U.S. Senate,Democratic
CULBERSON,Kesha Rogers,93,380,24,U.S. Senate,Democratic
DALLAM,Kesha Rogers,0,0,0,U.S. Senate,Democratic
DALLAS,Kesha Rogers,16991,58806,29,U.S. Senate,Democratic
DAWSON,Kesha Rogers,63,269,23,U.S. Senate,Democratic
DEAF SMITH,Kesha Rogers,19,56,34,U.S. Senate,Democratic
DELTA,Kesha Rogers,18,80,23,U.S. Senate,Democratic
DENTON,Kesha Rogers,1628,6742,24,U.S. Senate,Democratic
DE WITT,Kesha Rogers,27,150,18,U.S. Senate,Democratic
DICKENS,Kesha Rogers,0,0,0,U.S. Senate,Democratic
DIMMIT,Kesha Rogers,437,2003,22,U.S. Senate,Democratic
DONLEY,Kesha Rogers,4,19,21,U.S. Senate,Democratic
DUVAL,Kesha Rogers,403,2489,16,U.S. Senate,Democratic
EASTLAND,Kesha Rogers,41,129,32,U.S. Senate,Democratic
ECTOR,Kesha Rogers,319,1240,26,U.S. Senate,Democratic
EDWARDS,Kesha Rogers,27,95,28,U.S. Senate,Democratic
ELLIS,Kesha Rogers,592,1956,30,U.S. Senate,Democratic
EL PASO,Kesha Rogers,2538,28639,9,U.S. Senate,Democratic
ERATH,Kesha Rogers,57,235,24,U.S. Senate,Democratic
FALLS,Kesha Rogers,62,222,28,U.S. Senate,Democratic
FANNIN,Kesha Rogers,68,386,18,U.S. Senate,Democratic
FAYETTE,Kesha Rogers,55,308,18,U.S. Senate,Democratic
FISHER,Kesha Rogers,130,437,30,U.S. Senate,Democratic
FLOYD,Kesha Rogers,9,29,31,U.S. Senate,Democratic
FOARD,Kesha Rogers,16,77,21,U.S. Senate,Democratic
FORT BEND,Kesha Rogers,2506,7981,31,U.S. Senate,Democratic
FRANKLIN,Kesha Rogers,14,78,18,U.S. Senate,Democratic
FREESTONE,Kesha Rogers,76,316,24,U.S. Senate,Democratic
FRIO,Kesha Rogers,253,1653,15,U.S. Senate,Democratic
GAINES,Kesha Rogers,22,64,34,U.S. Senate,Democratic
GALVESTON,Kesha Rogers,858,3958,22,U.S. Senate,Democratic
GARZA,Kesha Rogers,7,28,25,U.S. Senate,Democratic
GILLESPIE,Kesha Rogers,34,300,11,U.S. Senate,Democratic
GLASSCOCK,Kesha Rogers,0,0,0,U.S. Senate,Democratic
GOLIAD,Kesha Rogers,73,301,24,U.S. Senate,Democratic
GONZALES,Kesha Rogers,33,171,19,U.S. Senate,Democratic
GRAY,Kesha Rogers,33,77,43,U.S. Senate,Democratic
GRAYSON,Kesha Rogers,246,1049,23,U.S. Senate,Democratic
GREGG,Kesha Rogers,850,1728,49,U.S. Senate,Democratic
GRIMES,Kesha Rogers,33,219,15,U.S. Senate,Democratic
GUADALUPE,Kesha Rogers,360,1609,22,U.S. Senate,Democratic
HALE,Kesha Rogers,80,218,37,U.S. Senate,Democratic
HALL,Kesha Rogers,9,67,13,U.S. Senate,Democratic
HAMILTON,Kesha Rogers,27,133,20,U.S. Senate,Democratic
HANSFORD,Kesha Rogers,0,0,0,U.S. Senate,Democratic
HARDEMAN,Kesha Rogers,20,70,29,U.S. Senate,Democratic
HARDIN,Kesha Rogers,96,444,22,U.S. Senate,Democratic
HARRIS,Kesha Rogers,10703,48547,22,U.S. Senate,Democratic
HARRISON,Kesha Rogers,469,1125,42,U.S. Senate,Democratic
HARTLEY,Kesha Rogers,0,0,0,U.S. Senate,Democratic
HASKELL,Kesha Rogers,36,179,20,U.S. Senate,Democratic
HAYS,Kesha Rogers,450,2860,16,U.S. Senate,Democratic
HEMPHILL,Kesha Rogers,1,17,6,U.S. Senate,Democratic
HENDERSON,Kesha Rogers,194,914,21,U.S. Senate,Democratic
HIDALGO,Kesha Rogers,7154,33564,21,U.S. Senate,Democratic
HILL,Kesha Rogers,61,412,15,U.S. Senate,Democratic
HOCKLEY,Kesha Rogers,37,119,31,U.S. Senate,Democratic
HOOD,Kesha Rogers,100,582,17,U.S. Senate,Democratic
HOPKINS,Kesha Rogers,110,416,26,U.S. Senate,Democratic
HOUSTON,Kesha Rogers,59,228,26,U.S. Senate,Democratic
HOWARD,Kesha Rogers,62,208,30,U.S. Senate,Democratic
HUDSPETH,Kesha Rogers,102,342,30,U.S. Senate,Democratic
HUNT,Kesha Rogers,138,669,21,U.S. Senate,Democratic
HUTCHINSON,Kesha Rogers,49,140,35,U.S. Senate,Democratic
IRION,Kesha Rogers,5,19,26,U.S. Senate,Democratic
JACK,Kesha Rogers,27,69,39,U.S. Senate,Democratic
JACKSON,Kesha Rogers,23,124,19,U.S. Senate,Democratic
JASPER,Kesha Rogers,231,745,31,U.S. Senate,Democratic
JEFF DAVIS,Kesha Rogers,79,248,32,U.S. Senate,Democratic
JEFFERSON,Kesha Rogers,3722,9550,39,U.S. Senate,Democratic
JIM HOGG,Kesha Rogers,207,1628,13,U.S. Senate,Democratic
JIM WELLS,Kesha Rogers,548,3999,14,U.S. Senate,Democratic
JOHNSON,Kesha Rogers,277,1204,23,U.S. Senate,Democratic
JONES,Kesha Rogers,36,134,27,U.S. Senate,Democratic
KARNES,Kesha Rogers,303,1228,25,U.S. Senate,Democratic
KAUFMAN,Kesha Rogers,273,1067,26,U.S. Senate,Democratic
KENDALL,Kesha Rogers,50,314,16,U.S. Senate,Democratic
KENEDY,Kesha Rogers,5,56,9,U.S. Senate,Democratic
KENT,Kesha Rogers,28,129,22,U.S. Senate,Democratic
KERR,Kesha Rogers,111,633,18,U.S. Senate,Democratic
KIMBLE,Kesha Rogers,0,0,0,U.S. Senate,Democratic
KING,Kesha Rogers,0,0,0,U.S. Senate,Democratic
KINNEY,Kesha Rogers,61,338,18,U.S. Senate,Democratic
KLEBERG,Kesha Rogers,437,1759,25,U.S. Senate,Democratic
